age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,workclass,education,marital.status,occupation,relationship,race,sex,native.country,income
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, Black, Male, France, <=50K
90.0,1484705.0,1.0,0.0,4356.0,1.0, Local-gov, 11th, Divorced, Farming-fishing, Husband, White, Female, Ecuador, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Female, Ecuador, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Divorced, Armed-Forces, Not-in-family, White, Female, Ecuador, <=50K
90.0,1484705.0,1.0,0.0,4356.0,1.0, ?, Assoc-acdm, Married-civ-spouse, ?, Husband, Black, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, ?, 10th, Married-civ-spouse, ?, Husband, Black, Male, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,1.0, ?, Assoc-acdm, Married-spouse-absent, ?, Not-in-family, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 10th, Divorced, ?, Not-in-family, White, Female, Columbia, <=50K
90.0,1484705.0,16.0,99999.0,4356.0,1.0, Private, 10th, Divorced, Adm-clerical, Own-child, White, Female, Scotland, >50K
90.0,12285.0,1.0,0.0,4356.0,1.0, ?, 1st-4th, Divorced, ?, Not-in-family, Black, Female, Cambodia, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, ?, 1st-4th, Married-civ-spouse, ?, Husband, White, Male, Holand-Netherlands, >50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Local-gov, 11th, Divorced, Adm-clerical, Husband, White, Female, Holand-Netherlands, >50K
90.0,12285.0,1.0,0.0,4356.0,1.0, ?, 11th, Divorced, ?, Not-in-family, Black, Female, Cambodia, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, Assoc-acdm, Married-spouse-absent, Adm-clerical, Other-relative, Black, Male, Holand-Netherlands, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Divorced, Exec-managerial, Husband, White, Female, Cuba, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 1st-4th, Divorced, Armed-Forces, Other-relative, White, Male, France, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 12th, Divorced, Armed-Forces, Own-child, White, Male, Ecuador, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 12th, Divorced, Armed-Forces, Not-in-family, White, Male, Ecuador, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Local-gov, 10th, Divorced, ?, Own-child, Other, Female, Columbia, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 11th, Divorced, ?, Not-in-family, Black, Female, Ecuador, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, ?, 10th, Divorced, ?, Husband, White, Male, China, >50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Local-gov, 10th, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Never-worked, 1st-4th, Never-married, ?, Own-child, Asian-Pac-Islander, Female, Holand-Netherlands, <=50K
17.0,12285.0,16.0,99999.0,4356.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Male, China, >50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Without-pay, 1st-4th, Divorced, Craft-repair, Own-child, Black, Female, Ecuador, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Federal-gov, 11th, Never-married, Craft-repair, Husband, Other, Female, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Married-AF-spouse, Armed-Forces, Not-in-family, Black, Male, Ecuador, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Female, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Divorced, Craft-repair, Husband, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Federal-gov, 10th, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, China, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 1st-4th, Married-spouse-absent, Armed-Forces, Other-relative, Black, Male, Holand-Netherlands, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 11th, Never-married, ?, Not-in-family, White, Female, Hungary, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Other-relative, Black, Female, ?, >50K
17.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 11th, Married-AF-spouse, ?, Husband, White, Female, France, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Federal-gov, 11th, Separated, ?, Husband, Black, Female, Columbia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female, Ecuador, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, Columbia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Not-in-family, White, Female, Ecuador, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 11th, Divorced, ?, Husband, Asian-Pac-Islander, Male, Germany, <=50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, Federal-gov, 10th, Married-AF-spouse, Armed-Forces, Husband, Black, Female, Cuba, >50K
90.0,1484705.0,16.0,99999.0,4356.0,1.0, ?, 10th, Married-AF-spouse, ?, Other-relative, Black, Male, China, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female, Holand-Netherlands, <=50K
90.0,12285.0,16.0,0.0,4356.0,99.0, Federal-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, ?, >50K
17.0,12285.0,16.0,0.0,4356.0,99.0, ?, 9th, Married-AF-spouse, ?, Husband, Black, Female, Germany, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Divorced, Armed-Forces, Husband, White, Female, Ecuador, >50K
90.0,12285.0,1.0,0.0,4356.0,1.0, ?, 1st-4th, Divorced, ?, Other-relative, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,16.0,0.0,4356.0,99.0, Never-worked, 11th, Never-married, ?, Not-in-family, Black, Male, China, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Federal-gov, 1st-4th, Divorced, Craft-repair, Husband, White, Male, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,1.0, Local-gov, 11th, Married-AF-spouse, Adm-clerical, Not-in-family, Black, Female, Dominican-Republic, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female, France, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Self-emp-not-inc, 1st-4th, Divorced, Adm-clerical, Not-in-family, Black, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Never-married, Armed-Forces, Own-child, White, Female, Ecuador, <=50K
17.0,12285.0,16.0,0.0,4356.0,1.0, Local-gov, 10th, Married-AF-spouse, Armed-Forces, Husband, Other, Female, Cambodia, >50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, ?, 1st-4th, Married-civ-spouse, ?, Not-in-family, Black, Female, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, ?, 11th, Never-married, ?, Other-relative, White, Female, Holand-Netherlands, <=50K
17.0,1484705.0,1.0,99999.0,4356.0,1.0, Local-gov, 11th, Married-AF-spouse, Adm-clerical, Own-child, Black, Female, Cuba, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Own-child, Black, Female, Cuba, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
17.0,12285.0,1.0,99999.0,4356.0,1.0, Local-gov, 11th, Divorced, Exec-managerial, Other-relative, Asian-Pac-Islander, Female, Japan, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 1st-4th, Never-married, ?, Husband, White, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Local-gov, 1st-4th, Divorced, Adm-clerical, Not-in-family, White, Male, Hungary, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Self-emp-inc, 11th, Separated, Adm-clerical, Husband, Black, Female, Holand-Netherlands, >50K
90.0,1484705.0,16.0,0.0,4356.0,1.0, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Adm-clerical, Husband, Black, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 1st-4th, Married-civ-spouse, ?, Not-in-family, White, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, ?, 1st-4th, Married-civ-spouse, ?, Other-relative, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Male, Cambodia, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 1st-4th, Divorced, ?, Other-relative, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,1.0, Never-worked, 11th, Married-AF-spouse, Armed-Forces, Husband, Black, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,0.0,1.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Male, Cambodia, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Never-married, Craft-repair, Not-in-family, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 10th, Married-civ-spouse, ?, Husband, Black, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, Germany, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Local-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, ?, 10th, Divorced, ?, Not-in-family, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Not-in-family, White, Female, ?, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Ecuador, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, White, Male, Columbia, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Divorced, Craft-repair, Husband, Black, Female, Ecuador, <=50K
90.0,1484705.0,16.0,99999.0,4356.0,99.0, Local-gov, 11th, Divorced, Craft-repair, Other-relative, Asian-Pac-Islander, Female, ?, <=50K
17.0,1484705.0,1.0,99999.0,0.0,1.0, Federal-gov, 10th, Married-AF-spouse, Armed-Forces, Husband, Black, Female, France, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Local-gov, Assoc-acdm, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, ?, 11th, Divorced, ?, Husband, White, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Federal-gov, 11th, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, Cuba, >50K
90.0,1484705.0,16.0,99999.0,4356.0,1.0, ?, 11th, Divorced, ?, Husband, White, Female, ?, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 12th, Married-AF-spouse, ?, Not-in-family, Asian-Pac-Islander, Male, Cambodia, >50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, ?, 11th, Divorced, ?, Husband, Black, Male, France, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, 12th, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Ecuador, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Federal-gov, 11th, Married-civ-spouse, Armed-Forces, Other-relative, Black, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male, Holand-Netherlands, >50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 10th, Divorced, ?, Not-in-family, White, Male, Columbia, <=50K
17.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 10th, Married-AF-spouse, ?, Not-in-family, White, Male, Ecuador, >50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, Never-worked, 10th, Divorced, Armed-Forces, Not-in-family, White, Male, Columbia, <=50K
90.0,1484705.0,1.0,0.0,4356.0,1.0, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Female, Ecuador, <=50K
90.0,12285.0,1.0,0.0,4356.0,1.0, ?, 11th, Divorced, ?, Husband, White, Female, Columbia, <=50K
90.0,12285.0,16.0,0.0,4356.0,99.0, Federal-gov, 10th, Married-AF-spouse, Armed-Forces, Husband, Black, Male, Canada, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Federal-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, ?, 1st-4th, Divorced, ?, Husband, Black, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Ecuador, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, Holand-Netherlands, <=50K
90.0,1484705.0,16.0,99999.0,4356.0,99.0, ?, 11th, Divorced, ?, Not-in-family, Black, Female, Columbia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 11th, Married-AF-spouse, Adm-clerical, Own-child, White, Male, Ecuador, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Private, 1st-4th, Married-civ-spouse, ?, Not-in-family, Black, Male, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Local-gov, 1st-4th, Divorced, Adm-clerical, Husband, Black, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,0.0,4356.0,1.0, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, Black, Female, France, <=50K
90.0,1484705.0,1.0,0.0,4356.0,1.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Female, Cambodia, <=50K
90.0,1484705.0,16.0,99999.0,4356.0,1.0, Federal-gov, 12th, Divorced, Armed-Forces, Not-in-family, Black, Male, Canada, <=50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, Local-gov, 10th, Divorced, ?, Husband, Black, Male, Canada, >50K
90.0,12285.0,16.0,99999.0,4356.0,1.0, Self-emp-not-inc, 10th, Divorced, Armed-Forces, Husband, Asian-Pac-Islander, Male, China, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Self-emp-inc, 11th, Married-AF-spouse, Adm-clerical, Husband, Black, Female, ?, <=50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 1st-4th, Married-civ-spouse, ?, Husband, Black, Female, Holand-Netherlands, >50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 11th, Married-AF-spouse, ?, Husband, Other, Female, France, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Local-gov, 10th, Divorced, Adm-clerical, Husband, White, Male, United-States, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Own-child, Amer-Indian-Eskimo, Male, Ecuador, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, 10th, Married-AF-spouse, Adm-clerical, Husband, Black, Female, China, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Without-pay, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male, France, <=50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, ?, 1st-4th, Divorced, ?, Not-in-family, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 11th, Never-married, ?, Husband, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, ?, 10th, Married-civ-spouse, ?, Husband, Black, Female, China, >50K
90.0,1484705.0,1.0,0.0,4356.0,1.0, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Other-relative, White, Male, Holand-Netherlands, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Local-gov, 11th, Never-married, Exec-managerial, Husband, Black, Male, France, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Self-emp-inc, 1st-4th, Divorced, Craft-repair, Not-in-family, Black, Female, France, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Without-pay, 1st-4th, Divorced, Farming-fishing, Unmarried, Black, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Not-in-family, White, Female, Ecuador, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Self-emp-inc, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, Cambodia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Female, Holand-Netherlands, <=50K
90.0,1484705.0,16.0,0.0,4356.0,99.0, Local-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Male, Hungary, >50K
17.0,12285.0,16.0,0.0,4356.0,99.0, Federal-gov, 10th, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Male, China, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Own-child, Black, Female, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, Black, Female, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, ?, 11th, Never-married, ?, Husband, Black, Female, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 1st-4th, Divorced, ?, Own-child, Black, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female, Ecuador, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Without-pay, 11th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male, Ecuador, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Never-married, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Female, Ecuador, >50K
17.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, 11th, Married-AF-spouse, Adm-clerical, Other-relative, Black, Female, Columbia, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 12th, Never-married, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female, Ecuador, <=50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, ?, 11th, Never-married, ?, Other-relative, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Divorced, Craft-repair, Husband, White, Female, Ecuador, <=50K
90.0,1484705.0,16.0,0.0,4356.0,1.0, Local-gov, 10th, Married-spouse-absent, Craft-repair, Own-child, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, ?, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male, Holand-Netherlands, <=50K
17.0,1484705.0,16.0,99999.0,4356.0,1.0, ?, 11th, Married-AF-spouse, ?, Not-in-family, Black, Male, Columbia, <=50K
90.0,12285.0,16.0,0.0,4356.0,1.0, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female, Holand-Netherlands, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Never-worked, 10th, Married-AF-spouse, Armed-Forces, Husband, White, Female, Columbia, >50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male, Holand-Netherlands, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Not-in-family, White, Female, Ecuador, <=50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Husband, Black, Female, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Local-gov, 11th, Separated, Exec-managerial, Husband, Black, Female, Columbia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, ?, 10th, Divorced, ?, Husband, White, Male, China, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Federal-gov, 11th, Divorced, Armed-Forces, Not-in-family, Black, Male, Cambodia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Private, 11th, Divorced, Craft-repair, Husband, White, Female, France, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, Local-gov, 11th, Married-AF-spouse, Adm-clerical, Husband, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Wife, Black, Male, Ecuador, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Self-emp-inc, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Female, Holand-Netherlands, >50K
90.0,12285.0,16.0,99999.0,4356.0,1.0, ?, 1st-4th, Never-married, ?, Husband, White, Female, Holand-Netherlands, <=50K
90.0,12285.0,16.0,0.0,4356.0,99.0, Federal-gov, 11th, Married-AF-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male, Columbia, >50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Federal-gov, 11th, Divorced, Adm-clerical, Other-relative, White, Male, Holand-Netherlands, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, Federal-gov, 12th, Married-civ-spouse, Armed-Forces, Own-child, Amer-Indian-Eskimo, Female, Ecuador, >50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, Never-worked, 12th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, ?, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 11th, Divorced, ?, Husband, Black, Male, ?, >50K
90.0,1484705.0,1.0,0.0,4356.0,1.0, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Other-relative, Black, Male, Holand-Netherlands, >50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Female, Cambodia, <=50K
90.0,12285.0,16.0,99999.0,4356.0,99.0, ?, 11th, Divorced, ?, Own-child, White, Male, Ecuador, >50K
90.0,12285.0,1.0,0.0,4356.0,1.0, Federal-gov, 12th, Divorced, Armed-Forces, Husband, White, Female, France, >50K
90.0,12285.0,1.0,99999.0,4356.0,1.0, ?, 10th, Married-spouse-absent, ?, Not-in-family, Black, Female, Holand-Netherlands, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, ?, 11th, Married-spouse-absent, ?, Not-in-family, White, Male, Holand-Netherlands, >50K
