year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,6,12,9,100.248024,10.0,15.0,1019.0,NE,4.02,0.0,0.0
2013,4,6,12,235.27887,-7.701637,19.0,1021.0,cv,42.88046,0.0,0.0
2012,6,7,23,30.0,-7.0,30.0,1003.0,cv,17.88,0.0,0.0
2014,12,22,14,300.14325,0.0,0.0,1027.0,NW,6.26,0.0,0.0
2013,11,6,12,185.0,4.0,13.0,1009.0,NW,33.072784,0.0,0.0
2012,11,2,18,159.19464,16.0,20.0,1009.0,NW,52.661926,0.0,0.0
2012,7,10,20,79.0,22.0,29.0,1001.0,NW,5.22421,0.0,0.0
2014,6,18,3,86.0,22.0,25.0,999.0,cv,1.79,0.0,2.0
2014,8,9,10,42.0,1.0,14.0,1016.0,SE,0.89,0.0,0.0
2011,6,20,10,14.229133,-5.0,25.0,1003.0,NE,47.81621,0.0,0.0
2014,11,3,6,23.0,-16.0,8.0,1023.0,NW,19.67,0.0,0.0
2012,8,13,15,156.0,22.0,25.0,1006.0,SE,0.89,0.0,0.0
2013,9,3,15,22.86746,6.0,16.0,1012.0,SE,16.257435,0.0,0.0
2011,12,21,12,193.6789,-13.0,-7.0,1039.0,SE,1.79,0.0,0.0
2011,1,9,18,151.0,-15.0,-9.0,1031.0,NW,1.79,0.0,0.0
2010,10,17,20,8.0,0.0,22.0,1020.0,SE,10.795694,0.0,0.0
2014,12,26,4,184.6753,-10.0,-6.0,1032.0,NW,0.89,0.0,0.0
2014,3,30,15,434.2872,-6.721836,-3.0,1024.0,SE,0.89,0.0,0.0
2014,4,2,8,81.0,0.20876096,0.0,1033.0,NW,1.5182903,0.0,0.0
2013,5,23,4,117.0,4.0,19.0,1011.0,cv,32.62725,0.0,0.0
2010,2,14,10,9.81563,-25.0,0.0,1028.0,NW,83.246216,0.0,0.0
2013,10,27,21,80.0,19.0,21.0,1014.0,SE,0.89,0.0,0.0
2012,4,2,8,238.59525,1.0,5.0,1014.0,cv,0.89,0.0,0.0
2012,5,12,17,83.48911,16.0,20.0,1007.0,NE,1.78,0.0,0.0
2013,7,3,9,14.0,-2.0,15.0,1018.0,cv,66.886856,0.0,0.0
2014,3,9,2,8.0,-14.0,4.0,1029.0,NW,108.90352,0.0,0.0
2013,12,5,12,26.0,-13.0,-10.297265,1018.499,SE,19.216326,0.0,0.0
2013,2,10,2,11.0,-26.486599,-11.0,1037.0,NW,129.68864,0.0,0.0
2010,11,21,20,59.0,-3.0,0.0,1022.0,SE,6.71,0.0,0.0
2014,4,6,12,78.0,-8.0,-2.0,1027.0,cv,25.469189,0.0,0.0
2011,8,13,21,126.33937,15.0,35.942856,1000.0,cv,11.17,0.0,0.0
2010,1,6,19,175.0,-6.0,-3.0,1027.0,SE,1.79,0.0,0.0
2014,4,20,15,62.0,-2.0,7.0,1025.0,SE,17.888716,0.0,0.0
2011,6,16,9,79.0,20.0,24.0,1004.0,NW,9.39,0.0,0.0
2012,2,14,14,17.0,-13.0,4.0,1020.0,SE,0.89,0.0,0.0
2012,1,12,7,55.0,-14.0,2.0,1024.0,SE,12.97,0.0,0.0
2011,7,9,1,59.30876,21.0,27.0,1012.0,NW,5.81,0.0,0.0
2010,6,18,15,105.0,21.0,25.0,1007.0,SE,3.13,0.0,0.0
2012,9,30,12,246.19081,22.0,23.0,1006.0,cv,2.68,0.0,0.0
2013,11,7,11,11.0,-14.0,-5.0,1032.0,NW,9.83,0.0,0.0
2014,3,2,2,53.0,-20.0,-8.0,1034.0,NE,1.79,0.0,0.0
2014,5,3,17,50.0,1.0,22.0,1013.0,SE,1.79,0.0,0.0
2011,3,9,14,70.43705,-14.0,6.0,1021.0,SE,7.15,0.0,0.0
2010,5,15,7,60.0,25.208918,30.0,1005.0,NW,24.59,0.0,0.0
2011,7,15,2,85.0,22.0,33.0,997.36365,NE,11.63,0.0,0.0
2011,1,8,12,337.15396,-4.0,4.0,1026.0,SE,0.89,0.0,0.0
2013,6,27,6,123.0,20.0,25.258898,1007.0,SE,5.37,0.0,0.0
2012,3,5,21,300.91278,9.0,19.0,1012.0,SE,1.79,0.0,0.0
2012,11,15,10,18.0,-18.0,-1.0,1033.0,NW,59.00995,0.0,0.0
2014,6,14,20,27.6614,15.0,15.0,1013.0,SE,22.8,0.0,6.0
2012,10,4,4,19.0,-16.0,7.0,1022.0,NW,21.008034,0.0,0.0
2012,4,19,8,26.0,-7.0,-7.0,1032.0021,NE,1.79,0.0,0.0
2013,11,22,2,9.0,-24.0,-9.0,1038.0,SE,2.68,0.0,0.0
2010,8,8,18,216.52762,14.0,15.0,1007.0,NE,4.02,0.0,0.0
2013,2,13,7,124.0,2.0,7.0,1024.0,SE,0.89,0.0,0.0
2014,7,3,10,83.78036,19.0,21.0,1012.0,cv,0.89,0.0,0.0
2012,2,21,10,45.0,-18.0,-3.0,1031.0,NW,6.26,0.0,0.0
2014,7,2,0,66.0,16.0,34.0,1004.0,NE,15.203914,0.0,0.0
2013,1,8,4,62.0,-18.0,-1.0,1023.0,NE,1.79,0.0,0.0
2010,4,20,1,91.0,10.0,19.0,1021.0,SE,7.15,0.0,0.0
2014,2,24,8,5.0,-25.0,-4.0,1027.0,NW,162.99358,0.0,0.0
2013,2,18,6,17.0,-22.0,-4.0,1035.0,NW,3.58,0.0,0.0
2010,7,15,9,42.0,12.0,21.0,1014.0,NW,3.58,0.0,0.0
2013,12,11,5,21.0,-19.0,16.0,1018.0,NW,24.026438,0.0,0.0
2012,7,3,3,91.0,21.0,24.0,1011.0,NW,0.89,0.0,0.0
2012,9,8,21,342.68634,9.0,13.0,1013.0,cv,5.37,0.0,0.0
2014,3,26,15,12.0,-8.0,8.0,1009.0,NW,259.82016,0.0,0.0
2013,10,25,10,203.24883,-5.0,0.0,1025.0,NW,289.66928,0.0,0.0
2014,10,8,14,278.4899,6.0,10.0,1023.0,SE,0.89,0.0,0.0
2011,11,12,8,13.0,-17.0,-1.0,1029.0,NW,6.71,0.0,0.0
2014,2,10,7,17.0,-16.0,12.0,1027.0,NW,88.19202,0.0,0.0
2010,12,26,0,59.0,-4.0,4.0,1021.0,cv,1.79,0.0,0.0
2012,2,6,18,12.0,-17.0,-6.0,1027.0,NW,0.89,0.0,0.0
2012,5,10,14,178.0,17.0,22.0,1011.0,SE,0.89,0.0,0.0
2010,1,13,10,139.0,-9.0,3.0,1017.0,SE,2.6825156,0.0,0.0
2011,11,15,18,16.025768,-7.0,11.0,1024.0,cv,60.636814,0.0,0.0
2013,6,6,18,121.0,21.0,25.0,1009.0,SE,1.79,0.0,0.0
2010,1,23,19,11.0,-21.0,-0.4475691,1035.0,SE,172.51453,0.0,0.0
2010,3,14,8,30.0,-15.0,1.0,1028.0,NW,37.333195,0.0,0.0
2013,6,28,19,55.0,21.0,24.182568,1007.0,cv,0.89,0.0,0.0
2014,5,6,21,259.88406,18.0,21.0,1005.0,NE,0.89,0.0,0.0
2014,3,3,9,85.66296,-13.0,6.0,1023.38,NE,1.78,0.0,0.0
2013,3,8,4,31.0,1.0,4.0,1029.0,SE,15.2,0.0,0.0
2010,7,2,7,12.0,14.0,25.0,1006.0,SE,9.83,0.0,0.0
2010,1,14,21,331.68967,-12.0,-7.0,1029.2083,SE,5.81,0.0,0.0
2010,2,29,10,10.0,-13.0,4.0,1023.0,cv,12.96,0.0,0.0
2013,9,15,7,294.0317,14.0,15.0,1017.0,cv,0.89,0.0,0.0
2013,9,10,19,100.0,12.0,16.0,1000.0,cv,1.79,0.0,0.0
2012,10,17,18,214.72775,0.0,3.0,1027.0,NW,1.79,0.0,0.0
2012,10,2,13,59.0,7.0,6.0,1025.0,NW,19.72155,0.0,8.081045
2011,6,8,4,124.0,16.0,21.0,1015.0,cv,8.424159,0.0,0.0
2010,6,21,7,59.0,16.0,18.0,1015.0,cv,24.59,0.0,0.0
2010,6,18,17,50.0,20.0,25.0,1008.0,cv,4.47,0.0,0.0
2013,12,28,13,75.0,-6.0,-6.0,1023.25073,NE,0.89,0.0,0.0
2014,5,24,12,54.0,3.0,23.0,1020.0,NW,2.68,0.0,0.0
2012,6,9,0,90.0,19.0,24.0,1006.0,SE,6.26,0.0,0.0
2012,4,10,19,38.0,12.0,21.0,1006.0,NW,10.28,0.0,0.0
2011,6,29,19,42.0,20.0,26.0,1003.0,NE,0.89,0.0,0.0
2011,3,26,5,135.38248,-1.0,1.0,1012.0,NE,19.22815,0.0,0.0
2014,7,23,14,66.0,23.0,31.0,1007.0,SE,1.79,0.0,0.0
2010,8,24,19,47.0,7.0,20.0,1013.0,SE,62.164898,0.0,0.0
2013,3,21,19,32.0,2.0,18.0,1018.0,cv,4.7260556,0.0,0.0
2014,9,5,22,158.33797,22.0,32.0,1005.0,cv,3.13,0.0,0.0
2011,9,9,17,50.71022,15.0,20.0,1013.0,SE,1.78,0.0,4.0
2010,4,15,5,51.0,17.0,19.0,1005.0,NW,0.89,0.0,0.0
2014,11,30,7,5.0,-11.733198,8.0,1015.0,NW,298.93756,0.0,0.0
2013,1,3,19,35.0,-9.0,-1.0,1029.0,SE,15.2,0.0,0.0
2011,4,25,19,20.0,8.0,9.0,1018.0,SE,4.92,0.0,0.0
2014,3,14,0,11.0,-22.13664,-5.0,1035.0,NE,201.55362,0.0,0.0
2011,3,22,12,9.0,-24.0,-6.0,1035.0,NE,153.9477,0.0,0.0
2010,5,31,1,426.98297,13.0,15.0,1013.0,cv,0.89,0.0,0.0
2014,12,30,14,59.073093,-14.0,6.0,1017.0,SE,12.071087,0.0,0.0
2011,5,21,19,32.0,15.0,17.0,1017.0,cv,0.89,0.0,0.0
2010,2,18,18,15.0,-19.0,-5.0,1035.0,NW,323.91956,0.0,0.0
2012,10,18,17,15.0,1.0,12.0,1029.0,SE,1.79,0.0,0.0
2014,8,11,17,52.0,15.0,23.0,1012.0,SE,1.79,0.0,0.0
2014,5,16,11,41.0,-6.0,7.0,1016.0,NE,81.805855,0.0,0.0
2012,6,4,11,44.0,-1.0,22.0,1012.0,SE,30.299963,0.0,0.0
2010,3,25,16,38.0,-20.783836,0.0,1034.7471,cv,33.978077,0.0,0.0
2012,9,14,15,177.0,13.0,27.0,1002.0,cv,22.74554,0.0,0.0
2014,7,16,10,108.0,22.0,24.0,1006.0,NW,59.654034,0.0,0.0
2011,11,19,5,63.985104,-11.0,-5.0,1030.0,NW,25.924755,5.2090435,0.0
2012,11,4,5,87.0,-4.0,0.0,1025.0,NW,0.89,0.0,0.0
2013,9,29,10,142.0,18.0,23.0,1014.0,NW,1.79,0.0,0.0
2012,8,30,14,38.029808,8.0,21.0,1007.0,cv,0.45,0.0,0.0
2011,12,28,22,48.0,-11.0,-7.0,1020.0,cv,1.79,0.0,0.0
2012,2,22,23,91.0,-8.0,-1.0,1023.0,NW,52.458733,0.0,0.0
2010,1,12,10,31.0,-16.0,-4.0,1025.0,NW,25.474478,0.0,0.0
2010,2,10,19,22.0,-19.0,-6.0,1035.0,NE,22.8,0.0,0.0
2012,11,10,15,77.0,-24.371267,2.0,1019.0,NW,38.909405,0.0,0.0
2014,4,13,10,105.00551,1.0,22.0,1011.0,SE,5.37,0.0,0.0
2014,10,29,11,48.616802,15.0,31.0,1009.0,cv,3.58,0.0,0.0
2010,5,29,1,15.0,22.0,27.0,1004.0,NW,26.36448,0.0,0.0
2013,8,19,19,69.0,22.0,27.0,1001.0,cv,0.89,0.0,0.0
2013,10,28,19,7.03662,-22.0,6.0,1022.0,NW,54.29567,0.0,0.0
2010,7,7,14,76.0,22.0,21.0,1003.0,SE,1.79,0.0,0.0
2014,11,16,14,130.0,-4.0,3.0,1019.1479,SE,3.58,0.0,0.0
2011,9,15,10,15.0,15.0,35.0,1000.0,cv,3.13,0.0,0.0
2011,3,24,5,36.0,-16.0,-3.0,1026.0,NE,9.84,0.0,0.0
2012,2,26,16,21.0,-14.0,7.0,1022.0,NW,22.369928,0.0,0.0
2012,4,3,18,277.6596,4.0,8.0,1021.0,SE,0.89,0.0,0.0
2010,6,27,17,90.34792,16.089138,19.0,1011.6889,NW,1.78,0.0,0.0
2011,7,16,18,87.0,14.0,20.0,1006.0,SE,8.94,0.0,0.0
2014,9,6,16,206.0,20.0,21.0,1006.0,SE,1.79,0.0,1.0
2010,1,2,9,16.300182,-17.0,3.0,1026.0,NW,126.48376,0.0,0.0
2014,10,2,16,263.967,-1.0,13.0,1016.0,SE,2.68,0.0,0.0
2011,6,6,20,272.0568,22.0,21.0,1005.0,cv,1.79,0.0,0.0
2011,8,24,4,79.0,16.0,34.0,1005.0,NW,21.160404,0.0,0.0
2013,8,18,10,15.0,18.0,23.0,1010.0,NW,1.79,0.0,0.0
2014,8,28,8,73.0,18.04732,22.0,1016.0,cv,0.89,0.0,0.0
2014,10,13,11,22.0,-20.0,0.0,1030.0,NW,192.81319,0.0,0.0
2012,6,11,14,157.0,17.794378,30.0,1003.0,SE,1.79,0.0,0.0
2011,1,8,14,39.0,-15.0,2.0,1024.0,NW,1.79,0.0,0.0
2013,7,12,0,149.0,18.0,21.0,1003.0,NW,30.83506,0.0,0.0
2010,6,13,2,58.0,18.0,22.0,1003.0,NE,0.89,0.0,4.0
2010,4,17,15,113.0,-4.0,3.0,1022.0,SE,0.89,0.0,0.0
2011,9,10,4,128.0,22.0,24.0,1009.0,NW,8.94,0.0,0.0
2012,10,19,14,58.236023,17.0,25.0,1013.0,cv,14.753722,0.0,0.0
2013,1,19,17,77.55023,-13.0,-5.0,1020.0,SE,2.23,0.0,0.0
2010,1,13,4,173.0,-10.0,2.0,1021.0,cv,3.13,0.0,0.0
2013,8,10,4,20.0,15.0,23.0,1006.0,NW,3.13,0.0,0.0
2013,11,3,20,174.74457,1.0,3.0,1009.0,SE,1.78,0.0,0.0
2011,4,17,22,61.0,-1.7249074,9.0,1018.0,SE,0.89,0.0,0.0
2012,5,31,21,164.97308,16.0,22.0,1009.0,SE,18.775753,0.0,0.0
2012,11,9,7,269.08313,-14.0,-3.0,1022.0,SE,0.89,0.0,0.0
2014,9,11,14,90.32799,7.0,16.0,1012.0,SE,43.9882,0.0,0.0
2014,12,12,11,90.0,-15.0,-7.0,1027.0,cv,0.89,0.0,0.0
2011,9,21,23,138.06583,22.0,24.0,1006.0,NW,6.26,0.0,0.0
2010,4,11,17,18.0,-3.0,24.0,1021.0,SE,19.435152,0.0,0.0
2013,11,21,2,7.570151,-17.0,9.0,1026.0,NW,38.870956,0.0,0.0
2013,12,23,23,18.0,-23.0,-12.0,1034.0,NE,84.966736,0.0,0.0
2011,3,14,16,22.0,-3.0,2.0,1015.0,NW,151.4971,0.0,9.69883
2010,3,7,5,222.72473,-7.0,12.0,1019.0,cv,3.58,0.0,0.0
2011,12,5,22,92.0,-9.0,0.0,1028.0,NW,1.79,0.0,0.0
2014,2,23,5,187.0,-5.0,6.0,1019.0,SE,0.89,0.0,0.0
2012,4,22,17,73.0,3.0,17.0,1011.0,NW,39.783966,0.0,0.0
2012,12,11,16,74.0,-7.20945,2.0,1021.0,SE,14.75,0.0,0.0
2012,8,23,7,69.0,19.0,33.0,1001.0,NW,1.78,0.0,0.0
2010,10,15,7,189.0,-1.0,8.0,1021.58887,SE,0.89,0.0,0.0
2013,6,4,2,17.0,4.0,22.0,1019.0,cv,20.736532,0.0,0.0
2011,9,23,12,163.0,23.0,32.0,1006.0,cv,1.79,0.0,0.0
2013,3,10,17,56.0,-1.0,11.0,1006.0,SE,0.89,0.0,0.0
2013,9,8,2,60.219925,-9.0,21.0,1006.0,NE,17.535944,0.0,0.0
2011,2,19,23,210.19719,-9.0,-8.0,1027.0,SE,0.89,0.0,0.0
2013,7,2,0,120.34797,22.0,23.0,1008.0,SE,1.79,0.0,0.0
2012,7,16,16,170.6988,16.0,32.0,1002.0,SE,27.273869,0.0,0.0
2012,7,11,13,50.0,20.0,22.0,1004.0,SE,1.79,0.0,6.0
2011,1,28,21,15.0,-21.0,7.0,1028.0,SE,16.09,0.0,0.0
2010,11,7,15,433.2822,5.0,7.0,1018.0,SE,1.78,0.0,0.0
2013,12,21,21,10.0,-20.0,0.0,1029.0,NE,114.24016,0.0,0.0
2011,11,11,13,10.0,-21.0,-9.0,1038.0,SE,8.05,0.0,0.0
2011,5,28,23,73.28804,11.0,14.0,1018.0,SE,1.79,0.0,5.0
2012,4,19,22,191.0,11.0,14.0,1021.0,NW,5.37,0.0,0.0
2010,1,29,9,12.0,-20.0,-2.0,1026.0,NE,53.503216,0.0,0.0
2014,8,14,23,63.0,14.0,25.0,1007.0,NW,37.540028,0.0,0.0
2011,9,10,16,126.0,20.0,28.0,1006.0,SE,18.78,0.0,0.0
2011,1,26,14,23.0,-22.0,-8.0,1030.0,NW,139.55759,0.0,0.0
2010,6,24,18,56.57533,14.0,32.0,1000.3012,SE,25.035433,0.0,0.0
2011,8,8,11,181.56892,16.0,28.0,1001.2249,NW,1.79,0.0,0.0
2011,6,10,19,311.32584,18.0,26.0,1009.0,SE,20.11823,0.0,0.0
2010,1,3,7,10.0,-22.0,-8.0,1033.0,NE,203.86455,0.0,0.0
2012,3,28,14,16.0,-8.0,9.0,1020.0,SE,103.87733,0.0,0.0
2013,2,10,21,11.0,-25.332396,-6.0,1030.0,NW,75.46022,0.0,0.0
2010,8,26,3,63.0,13.0,14.0,1014.0,SE,3.13,0.0,0.0
2014,6,20,2,174.0,24.0,27.0,1004.0,SE,54.775585,0.0,0.0
2012,5,27,13,55.0,0.0,9.206631,1004.0,NW,7.614654,0.0,0.0
2013,9,24,6,171.56413,21.0,26.0,1001.0,NW,0.89,0.0,0.0
2013,7,8,16,218.63283,21.0,24.0,1011.0,SE,50.067013,0.0,0.0
2012,9,8,10,246.967,11.0,16.0,1009.0,cv,0.89,0.0,0.0
2013,6,26,14,140.0,23.0,30.0,1003.0,SE,11.17,0.0,0.0
2011,6,5,21,49.0,-4.0,21.0,1018.0,SE,45.574535,0.0,0.0
2014,10,5,15,12.0,-3.0,19.0,1014.0,cv,116.52346,0.0,0.0
2013,3,6,6,388.77634,-2.0,4.0,1024.0,cv,0.89,0.0,0.0
2012,7,27,9,78.0,21.0,27.0,1016.0,NW,19.22,0.0,0.0
2014,11,5,22,207.29263,11.0,15.0,1019.0,SE,1.79,0.0,0.0
2012,9,1,3,45.42357,4.0,7.0,1018.0,NW,0.89,0.0,0.0
2014,2,11,21,15.0,-22.0,-10.0,1035.0,SE,4.02,0.0,0.0
2013,5,4,1,31.027239,20.0,23.0,1004.0,NW,13.929004,0.0,0.0
2011,10,14,2,371.75262,15.0,23.0,1018.0,NW,1.79,0.0,0.0
2011,3,10,21,336.28015,-11.0,-6.0,1013.0,NE,0.89,0.0,0.0
2010,6,13,17,55.0,24.0,26.0,1003.0,SE,11.63,0.0,0.0
2011,4,13,13,7.0,-21.0,3.0,1021.0,NE,99.47057,0.0,0.0
2013,10,2,18,46.0,11.0,15.0,1013.0,SE,0.89,0.0,0.0
2011,2,12,10,47.0,-14.91648,5.0,1019.0,NW,1.79,0.0,0.0
2012,7,5,4,187.18182,22.0,27.0,1000.0,NW,43.1715,0.0,0.0
2012,9,29,5,47.0,5.0,5.0,1017.0,NE,3.13,0.0,0.0
2010,12,4,15,15.0,-26.331491,-10.148901,1036.3806,SE,4.92,0.0,0.0
2012,8,19,4,188.68243,24.0,26.0,1001.0,cv,0.89,0.0,0.0
2011,11,3,1,18.981455,-25.0,2.0,1028.0,cv,2.67,0.0,0.0
2014,12,25,14,135.74283,-6.0,-2.0,1016.0,NW,4.47,0.0,0.0
2011,4,4,7,361.12024,13.0,13.0,1019.0,SE,2.68,0.0,0.0
2011,7,17,9,55.0,24.0,27.0,1000.0,NW,5.81,0.0,0.0
2011,6,31,7,46.0,15.0,25.0,1010.0,NW,58.612907,0.0,0.0
2014,1,14,6,55.0,-6.0,-5.0,1038.0127,cv,13.850144,4.385973,0.0
2012,9,10,13,71.0,16.0,17.0,1006.0,NE,0.89,0.0,0.0
2013,11,27,14,154.0,-11.0,-2.0,1025.0,NW,21.45809,0.0,0.0
2010,11,30,17,13.0,-13.0,4.0,1025.0,NW,191.44057,0.0,0.0
2011,2,24,21,75.44243,4.0,6.8642535,1025.0,NW,0.89,0.0,0.0
2010,11,27,1,236.2768,3.2188861,5.0,1021.0,NW,0.89,0.0,0.0
2013,12,6,5,13.0,-19.48197,-8.0,1034.0,NE,221.59956,0.0,0.0
2013,5,27,4,103.39637,13.0,32.0,1006.0,NE,8.05,0.0,0.0
2010,3,7,11,386.17914,-6.0,9.0,1020.0,cv,3.9091978,0.0,0.0
2010,10,14,6,20.0,-11.0,0.0,1025.0,NE,4.02,0.0,0.0
2012,2,8,12,113.38379,-7.0,-3.0,1025.0,NW,44.20521,20.536928,0.0
2014,3,13,17,71.0,13.0,16.0,1007.0,SE,1.79,0.0,0.0
2012,2,23,16,135.44398,-5.0,5.0,1024.0,cv,22.499266,0.0,0.0
2013,6,19,14,121.0,21.0,34.0,1007.0,cv,31.612932,0.0,0.0
2013,8,9,1,21.0,9.0,25.0,1010.0,NW,3.13,0.0,0.0
2012,1,6,8,217.07317,-9.0,3.0,1021.0,SE,1.79,0.0,0.0
2013,1,1,8,243.86766,-1.0,7.0,1015.0,NE,1.79,0.0,0.0
2013,1,27,21,27.0,-17.0,-10.0,1024.0,NW,0.89,0.0,0.0
2010,1,17,4,203.61383,-5.0,2.0,1027.0,SE,1.9144542,0.0,0.0
2012,4,9,12,173.0,19.0,27.0,1009.0,SE,29.22768,0.0,0.0
2012,3,3,19,253.79185,-12.0,-2.0,1014.0,NW,0.89,0.0,0.0
2012,4,8,5,16.0,0.0,5.0,1022.0,NW,5.37,0.0,0.0
2013,10,24,18,27.249548,-7.0,21.0,1013.0,NW,158.56099,0.0,0.0
2014,5,27,14,137.17853,21.0,23.0,1004.0,SE,28.677574,0.0,2.0
2010,1,17,1,10.0,-19.0,-5.0,1032.0,NW,197.3178,0.0,0.0
