age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,workclass,education,marital.status,occupation,relationship,race,sex,native.country,income
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,1484705.0,16.0,0.0,4356.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, Local-gov, 12th, Divorced, Armed-Forces, Husband, Asian-Pac-Islander, Female, Cambodia, >50K
17.0,1484705.0,1.0,99999.0,0.0,99.0, Federal-gov, 1st-4th, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, China, >50K
90.0,1484705.0,16.0,99999.0,0.0,1.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Female, Columbia, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 11th, Married-civ-spouse, Armed-Forces, Husband, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 12th, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, China, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Self-emp-not-inc, 11th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Never-worked, 12th, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female, Dominican-Republic, >50K
90.0,341080.56,1.0,0.0,0.0,1.0, Self-emp-inc, 10th, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, ?, >50K
17.0,1484705.0,16.0,0.0,0.0,1.0, ?, 11th, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female, ?, <=50K
90.0,1484705.0,16.0,0.0,0.0,99.0, Federal-gov, 10th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Married-AF-spouse, ?, Husband, Black, Male, ?, >50K
90.0,12285.0,1.0,0.0,0.0,99.0, ?, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Private, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,0.0,4356.0,1.0, Never-worked, 10th, Divorced, ?, Other-relative, Asian-Pac-Islander, Male, ?, >50K
90.0,1484705.0,16.0,0.0,0.0,99.0, Federal-gov, 1st-4th, Married-spouse-absent, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,27199.98,1.0,99999.0,0.0,99.0, Never-worked, 11th, Never-married, Armed-Forces, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,12285.0,16.0,0.0,4356.0,1.0, ?, 10th, Divorced, ?, Husband, Black, Female, Canada, >50K
90.0,12285.0,5.0,99999.0,0.0,99.0, Federal-gov, 1st-4th, Divorced, ?, Husband, Amer-Indian-Eskimo, Male, ?, >50K
17.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Married-AF-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female, Canada, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, ?, 10th, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, Cambodia, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, Adm-clerical, Husband, Black, Female, Columbia, >50K
90.0,1484705.0,1.0,0.0,0.0,1.0, Federal-gov, 10th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,35.0, Federal-gov, 12th, Married-AF-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Cambodia, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 5th-6th, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female, Cambodia, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, ?, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1482020.5,16.0,99999.0,0.0,1.0, Local-gov, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,12285.0,5.0,99999.0,0.0,1.0, ?, 10th, Married-spouse-absent, Armed-Forces, Husband, Asian-Pac-Islander, Female, ?, <=50K
90.0,1484705.0,16.0,99999.0,0.0,1.0, Federal-gov, 10th, Married-civ-spouse, ?, Husband, Black, Female, Columbia, >50K
90.0,313874.28,16.0,0.0,0.0,1.0, Federal-gov, 11th, Married-civ-spouse, Armed-Forces, Husband, Other, Female, ?, >50K
90.0,1484705.0,1.0,0.0,0.0,99.0, ?, 11th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Local-gov, 12th, Married-spouse-absent, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, Federal-gov, 5th-6th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
81.35082,12285.0,9.0,99999.0,0.0,1.0, Federal-gov, 10th, Married-spouse-absent, Armed-Forces, Own-child, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Local-gov, 1st-4th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female, Canada, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,0.0,0.0,1.0, ?, 11th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, ?, 10th, Married-AF-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female, ?, >50K
90.0,234641.22,1.0,99999.0,0.0,99.0, ?, 12th, Divorced, ?, Husband, Asian-Pac-Islander, Male, ?, >50K
90.0,1484705.0,16.0,0.0,0.0,99.0, ?, 10th, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, Federal-gov, 1st-4th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, China, >50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, Never-worked, 10th, Married-civ-spouse, Armed-Forces, Other-relative, Other, Female, ?, >50K
17.0,1484705.0,16.0,0.0,0.0,1.0, Local-gov, 11th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, Columbia, <=50K
90.0,1484598.9,7.0,99999.0,0.0,99.0, ?, 11th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,24681.37,1.0,99999.0,0.0,1.0, Private, 12th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, Cambodia, >50K
17.0,1484705.0,16.0,99999.0,0.0,1.0, ?, 10th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, Cuba, >50K
90.0,12285.0,16.0,99999.0,0.0,1.0, ?, 10th, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, Cambodia, >50K
90.0,88580.71,8.0,0.0,0.0,1.0, ?, 10th, Married-civ-spouse, ?, Other-relative, Black, Male, Cambodia, >50K
89.94954,12285.0,16.0,99999.0,0.0,1.0, ?, 12th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, ?, >50K
17.0,12285.0,16.0,99999.0,0.0,99.0, Self-emp-inc, 11th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Married-civ-spouse, ?, Husband, Black, Female, Cuba, <=50K
17.0,1484705.0,10.0,0.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,1.0,0.0,0.0,99.0, Federal-gov, 10th, Married-spouse-absent, ?, Wife, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, ?, 10th, Married-civ-spouse, Adm-clerical, Wife, Black, Male, ?, >50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, ?, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, China, >50K
90.0,1475281.8,9.0,0.0,0.0,99.0, Local-gov, 11th, Married-spouse-absent, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Cambodia, >50K
90.0,12285.0,1.0,0.0,0.0,1.0, ?, 10th, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,195169.64,16.0,99999.0,0.0,1.0, Private, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, Federal-gov, 1st-4th, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, Canada, >50K
90.0,1484705.0,1.0,0.0,0.0,99.0, Federal-gov, 12th, Divorced, ?, Not-in-family, Black, Female, ?, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
17.0,12285.0,1.0,0.0,0.0,99.0, Local-gov, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Married-AF-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, ?, >50K
90.0,12285.0,1.0,0.0,4356.0,99.0, Local-gov, 10th, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, Cambodia, >50K
90.0,486584.53,14.173899,99999.0,0.0,1.0, Self-emp-inc, 11th, Divorced, ?, Own-child, Amer-Indian-Eskimo, Male, ?, >50K
90.0,1484705.0,1.0,0.0,0.0,99.0, ?, 1st-4th, Married-AF-spouse, ?, Other-relative, Amer-Indian-Eskimo, Female, ?, <=50K
17.0,12285.0,16.0,99999.0,0.0,99.0, ?, 11th, Divorced, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male, Cambodia, <=50K
90.0,12285.0,6.0,99999.0,0.0,99.0, Federal-gov, 7th-8th, Married-AF-spouse, ?, Husband, Black, Female, Columbia, >50K
17.0,12285.0,16.0,0.0,0.0,99.0, Federal-gov, 10th, Married-AF-spouse, ?, Husband, Asian-Pac-Islander, Female, Canada, >50K
90.0,1484705.0,16.0,0.0,0.0,1.0, Local-gov, 10th, Divorced, ?, Not-in-family, Black, Female, ?, >50K
17.0,1484705.0,16.0,0.0,0.0,99.0, Local-gov, 10th, Married-AF-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female, Cambodia, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Asian-Pac-Islander, Female, ?, >50K
17.0,12285.0,1.0,0.0,0.0,1.0, ?, 10th, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Husband, Other, Female, Cambodia, >50K
90.0,1484705.0,11.6857195,99999.0,0.0,99.0, ?, 10th, Divorced, ?, Own-child, Asian-Pac-Islander, Female, ?, >50K
17.0,12285.0,1.0,99999.0,0.0,1.0, ?, 12th, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, ?, >50K
17.0,12285.0,1.0,99999.0,0.0,1.0, Private, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,1484705.0,1.0,0.0,0.0,99.0, Local-gov, 10th, Married-spouse-absent, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 1st-4th, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Never-worked, 12th, Married-AF-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Cambodia, >50K
17.0,12285.0,1.0,0.0,0.0,99.0, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, Federal-gov, 11th, Married-AF-spouse, Armed-Forces, Husband, Black, Female, Cambodia, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, Canada, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, ?, Other-relative, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Female, China, >50K
90.0,1484705.0,16.0,0.0,0.0,1.0, ?, 12th, Divorced, ?, Not-in-family, Black, Female, Cambodia, >50K
90.0,12285.0,1.0,0.0,0.0,1.0, ?, 7th-8th, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,16.0,0.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, ?, >50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, ?, 9th, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female, Columbia, >50K
90.0,1484705.0,1.0,0.0,0.0,1.0, ?, 10th, Divorced, ?, Husband, Amer-Indian-Eskimo, Male, ?, >50K
17.0,12285.0,16.0,0.0,0.0,1.0, Federal-gov, 12th, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, Local-gov, 10th, Married-AF-spouse, Armed-Forces, Husband, Asian-Pac-Islander, Male, ?, <=50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 12th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, Armed-Forces, Husband, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,16.0,0.0,4356.0,1.0, ?, 10th, Married-spouse-absent, ?, Not-in-family, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,1.0,0.0,0.0,1.0, ?, 10th, Married-AF-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female, Dominican-Republic, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 10th, Divorced, ?, Husband, Other, Female, ?, >50K
90.0,12285.0,16.0,99999.0,0.0,1.0, ?, 11th, Married-AF-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female, Holand-Netherlands, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, Federal-gov, 10th, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 11th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,1484705.0,1.0,0.0,0.0,1.0, Federal-gov, 10th, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Female, Cambodia, >50K
90.0,12285.0,1.0,99999.0,0.0,20.0, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Other-relative, Other, Female, Cambodia, >50K
90.0,1484705.0,1.0,0.0,0.0,99.0, ?, 11th, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,12285.0,16.0,99999.0,0.0,1.0, ?, 10th, Married-civ-spouse, ?, Husband, Other, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Never-worked, 1st-4th, Married-AF-spouse, ?, Other-relative, Asian-Pac-Islander, Female, ?, >50K
90.0,12285.0,16.0,0.0,0.0,1.0, ?, 10th, Divorced, Armed-Forces, Not-in-family, Asian-Pac-Islander, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 1st-4th, Divorced, ?, Not-in-family, Black, Female, Cambodia, >50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, ?, 11th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, Canada, >50K
23.0,12285.0,16.0,0.0,4356.0,1.0, ?, 10th, Divorced, ?, Husband, Black, Female, Canada, >50K
90.0,12285.0,16.0,99999.0,0.0,1.0, ?, 11th, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, Federal-gov, 7th-8th, Married-spouse-absent, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,1484705.0,6.0,0.0,4356.0,1.0, ?, 10th, Divorced, ?, Husband, Black, Female, Canada, >50K
90.0,12285.0,2.0,99999.0,0.0,99.0, ?, 12th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,0.0,0.0,99.0, Local-gov, 10th, Married-AF-spouse, ?, Husband, Black, Female, ?, >50K
90.0,12285.0,16.0,0.0,0.0,1.0, ?, 11th, Married-AF-spouse, ?, Other-relative, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, Federal-gov, 11th, Married-civ-spouse, ?, Not-in-family, Black, Female, Columbia, <=50K
90.0,12285.0,1.0,0.0,0.0,1.0, Federal-gov, 11th, Married-AF-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Male, ?, >50K
90.0,1484705.0,16.0,99999.0,0.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Male, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 7th-8th, Married-AF-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, ?, 10th, Separated, ?, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, ?, Husband, Black, Male, ?, >50K
90.0,1484705.0,2.0,99999.0,0.0,99.0, Local-gov, 10th, Divorced, ?, Not-in-family, Black, Male, ?, >50K
25.0,12285.0,16.0,99999.0,0.0,1.0, ?, 10th, Divorced, Farming-fishing, Other-relative, Black, Male, Canada, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, Federal-gov, 10th, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, Cambodia, >50K
17.0,30149.998,16.0,99999.0,0.0,99.0, Federal-gov, 9th, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,99.0, ?, 11th, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, China, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,4.0,0.0,0.0,99.0, Never-worked, 11th, Separated, ?, Other-relative, White, Female, ?, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 1st-4th, Married-civ-spouse, ?, Husband, Other, Female, ?, >50K
90.0,1484705.0,1.0,99999.0,0.0,99.0, Self-emp-inc, 10th, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Female, Columbia, >50K
90.0,144922.28,1.0,99999.0,0.0,99.0, ?, 11th, Married-AF-spouse, Exec-managerial, Own-child, Other, Female, ?, >50K
64.0,12285.0,16.0,0.0,0.0,99.0, Federal-gov, 11th, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, ?, >50K
90.0,233118.06,1.0,99999.0,0.0,1.0, ?, 10th, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, Cambodia, >50K
17.0,1484705.0,16.0,99999.0,0.0,99.0, Federal-gov, 12th, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female, Canada, >50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male, Columbia, <=50K
