age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,workclass,education,marital.status,occupation,relationship,race,sex,native.country,income
23.0,146416.0,12.0,0.0,0.0,20.0, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female, United-States, <=50K
20.0,365748.0,10.0,0.0,0.0,20.0, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
83.0,151481.0,2.0,0.0,0.0,20.0, Self-emp-inc, 1st-4th, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
46.0,150015.0,9.0,0.0,2124.0,55.0, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
44.0,27606.0,11.0,0.0,0.0,60.0, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
73.0,120152.0,10.0,0.0,0.0,4.0, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
27.0,217731.0,9.0,0.0,0.0,40.0, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
32.0,141883.0,10.0,0.0,0.0,40.0, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male, United-States, <=50K
27.0,206996.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, France, <=50K
37.0,165740.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female, United-States, <=50K
45.0,378449.0,15.0,0.0,0.0,40.0, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Hong, <=50K
53.0,181575.0,14.0,0.0,1984.0,35.0, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
37.0,150007.0,11.0,0.0,0.0,70.0, Local-gov, Assoc-voc, Divorced, Protective-serv, Unmarried, White, Female, United-States, <=50K
34.0,415159.0,13.0,7434.0,0.0,50.0, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
30.0,267598.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
28.0,57467.0,13.0,0.0,0.0,60.0, Local-gov, Bachelors, Separated, Farming-fishing, Not-in-family, Black, Female, United-States, <=50K
30.0,181910.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
43.0,222274.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, >50K
62.0,153620.0,13.0,0.0,0.0,23.0, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
48.0,202440.0,10.0,7688.0,0.0,55.0, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
43.0,56450.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, >50K
44.0,177909.0,11.0,0.0,0.0,40.0, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
27.0,155338.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
22.0,141728.0,10.0,0.0,0.0,40.0, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
27.0,177089.0,10.0,0.0,0.0,50.0, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
34.0,93404.0,13.0,2543.0,0.0,29.0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
20.0,198050.0,9.0,0.0,0.0,70.0, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
22.0,39149.0,10.0,0.0,0.0,20.0, Private, Some-college, Separated, Other-service, Own-child, White, Female, United-States, <=50K
27.0,135624.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
59.0,183676.0,7.0,0.0,0.0,20.0, Local-gov, 11th, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
21.0,276342.0,9.0,0.0,0.0,38.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, <=50K
39.0,273954.0,9.0,7298.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
20.0,300654.0,9.0,0.0,0.0,60.0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
34.0,178378.0,5.0,0.0,0.0,30.0, Private, 9th, Married-spouse-absent, Other-service, Not-in-family, White, Male, United-States, <=50K
23.0,232334.0,9.0,0.0,0.0,45.0, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
31.0,347039.0,13.0,0.0,0.0,40.0, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
34.0,142932.0,5.0,0.0,0.0,16.0, Private, 9th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
27.0,57952.0,10.0,0.0,0.0,45.0, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
38.0,197577.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
22.0,243894.0,10.0,0.0,0.0,40.0, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
20.0,117517.0,10.0,0.0,0.0,20.0, Private, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
51.0,28309.0,12.0,0.0,0.0,40.0, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
47.0,136516.0,9.0,0.0,0.0,99.0, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
42.0,205599.0,12.0,0.0,0.0,20.0, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
46.0,105542.0,9.0,0.0,0.0,40.0, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
24.0,183314.0,13.0,0.0,0.0,45.0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
26.0,43892.0,10.0,0.0,0.0,55.0, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
42.0,186120.0,15.0,0.0,0.0,60.0, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
47.0,98298.0,13.0,0.0,0.0,40.0, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
71.0,39349.0,5.0,0.0,0.0,5.0, ?, 9th, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
40.0,133288.0,10.0,0.0,2242.0,20.0, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
36.0,449322.0,13.0,0.0,0.0,50.0, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
38.0,198432.0,10.0,0.0,0.0,40.0, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
36.0,184442.0,14.0,0.0,0.0,40.0, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
35.0,309505.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
41.0,94366.0,5.0,0.0,0.0,40.0, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Male, United-States, >50K
20.0,171850.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Sales, Own-child, White, Male, United-States, <=50K
21.0,87046.0,11.0,0.0,0.0,40.0, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
52.0,243670.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, Philippines, >50K
20.0,29765.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
48.0,169734.0,14.0,0.0,0.0,40.0, Private, Masters, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States, >50K
18.0,127436.0,10.0,0.0,0.0,40.0, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
22.0,343306.0,7.0,0.0,0.0,40.0, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
55.0,156512.0,2.0,0.0,0.0,10.0, Private, 1st-4th, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
34.0,230394.0,11.0,0.0,2329.0,40.0, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, >50K
34.0,144384.0,13.0,0.0,0.0,40.0, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
33.0,129380.0,13.0,0.0,0.0,40.0, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
48.0,292258.0,11.0,0.0,0.0,25.0, ?, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
33.0,166278.0,9.0,7298.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
56.0,340756.0,4.0,0.0,0.0,50.0, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
33.0,76952.0,13.0,0.0,0.0,40.0, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
24.0,331377.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
33.0,227593.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male, United-States, <=50K
54.0,161003.0,11.0,0.0,0.0,40.0, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Male, United-States, <=50K
49.0,108587.0,14.0,0.0,0.0,40.0, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
34.0,98947.0,13.0,0.0,1489.0,60.0, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
38.0,463594.0,13.0,0.0,0.0,40.0, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
41.0,187587.0,12.0,0.0,0.0,60.0, Self-emp-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States, >50K
42.0,210781.0,8.0,0.0,0.0,40.0, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male, Italy, >50K
29.0,234505.0,12.0,0.0,0.0,50.0, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, ?, <=50K
34.0,129688.0,9.0,0.0,1902.0,50.0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
35.0,54816.0,13.0,0.0,0.0,50.0, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
28.0,185738.0,10.0,0.0,0.0,40.0, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
25.0,57780.0,13.0,0.0,0.0,40.0, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, >50K
25.0,105468.0,10.0,0.0,0.0,50.0, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, United-States, <=50K
66.0,120978.0,10.0,0.0,0.0,40.0, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
59.0,130103.0,10.0,0.0,0.0,40.0, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
27.0,194037.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
19.0,257220.0,10.0,2968.0,0.0,40.0, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
35.0,148069.0,6.0,0.0,0.0,40.0, Private, 10th, Never-married, ?, Own-child, White, Female, United-States, <=50K
42.0,348727.0,9.0,0.0,0.0,20.0, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female, United-States, <=50K
43.0,89989.0,7.0,0.0,0.0,40.0, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
33.0,114770.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
59.0,102924.0,9.0,0.0,0.0,35.0, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
59.0,290670.0,10.0,0.0,1977.0,50.0, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Cuba, >50K
51.0,27746.0,10.0,0.0,0.0,40.0, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
29.0,597588.0,13.0,0.0,0.0,40.0, ?, Assoc-voc, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
58.0,89314.0,13.0,0.0,0.0,40.0, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, >50K
55.0,368940.0,14.0,15024.0,0.0,54.0, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, >50K
46.0,148850.0,9.0,0.0,0.0,40.0, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
36.0,131647.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
23.0,52967.0,9.0,0.0,0.0,60.0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
35.0,124544.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
69.0,184786.0,5.0,0.0,0.0,25.0, ?, 9th, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
24.0,403587.0,10.0,0.0,0.0,40.0, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
22.0,265223.0,9.0,0.0,0.0,45.0, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
53.0,114258.0,9.0,0.0,0.0,50.0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
64.0,82140.0,14.0,0.0,0.0,40.0, Private, Masters, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
27.0,124815.0,10.0,0.0,0.0,40.0, ?, Some-college, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
54.0,27883.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
46.0,127956.0,10.0,0.0,0.0,45.0, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
40.0,242330.0,9.0,0.0,0.0,40.0, ?, HS-grad, Married-spouse-absent, ?, Not-in-family, Black, Male, United-States, <=50K
44.0,257633.0,9.0,0.0,0.0,50.0, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male, United-States, <=50K
41.0,176708.0,13.0,0.0,0.0,40.0, Self-emp-inc, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
27.0,94295.0,9.0,0.0,0.0,50.0, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, Mexico, <=50K
49.0,130547.0,13.0,0.0,0.0,46.0, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, >50K
43.0,278021.0,10.0,0.0,1902.0,45.0, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
19.0,220352.0,10.0,0.0,0.0,50.0, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
35.0,343344.0,10.0,0.0,0.0,40.0, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female, Mexico, <=50K
69.0,406432.0,2.0,0.0,0.0,60.0, Self-emp-inc, 1st-4th, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
34.0,370586.0,13.0,0.0,0.0,40.0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
48.0,98167.0,9.0,0.0,0.0,10.0, Local-gov, HS-grad, Divorced, Protective-serv, Own-child, White, Male, United-States, <=50K
47.0,117881.0,9.0,5013.0,0.0,50.0, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
57.0,103772.0,9.0,0.0,0.0,10.0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35.0,196760.0,9.0,0.0,0.0,40.0, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
38.0,260490.0,14.0,0.0,0.0,45.0, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female, United-States, >50K
57.0,254269.0,13.0,0.0,1990.0,40.0, ?, Bachelors, Never-married, ?, Not-in-family, White, Male, United-States, >50K
26.0,395974.0,9.0,0.0,0.0,40.0, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male, United-States, <=50K
25.0,197428.0,10.0,0.0,0.0,25.0, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
57.0,276616.0,13.0,0.0,0.0,40.0, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, >50K
23.0,140664.0,7.0,0.0,0.0,40.0, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States, <=50K
27.0,120666.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
22.0,209419.0,10.0,0.0,0.0,25.0, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
35.0,313978.0,3.0,0.0,0.0,30.0, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male, United-States, <=50K
57.0,202117.0,4.0,0.0,0.0,40.0, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
43.0,68575.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
36.0,118456.0,11.0,0.0,0.0,46.0, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
47.0,39699.0,7.0,0.0,0.0,12.0, Private, 11th, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
39.0,227654.0,9.0,0.0,0.0,40.0, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
21.0,172310.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female, United-States, <=50K
23.0,207311.0,10.0,0.0,0.0,40.0, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
42.0,98082.0,10.0,0.0,0.0,50.0, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
33.0,204202.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, Portugal, <=50K
30.0,135694.0,13.0,0.0,0.0,40.0, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
38.0,377491.0,16.0,0.0,0.0,40.0, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
51.0,117490.0,14.0,10507.0,0.0,45.0, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
36.0,182762.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, Italy, >50K
26.0,98007.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
40.0,106743.0,10.0,0.0,0.0,40.0, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
25.0,348033.0,13.0,0.0,0.0,40.0, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
24.0,319775.0,13.0,0.0,0.0,40.0, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female, United-States, <=50K
22.0,346951.0,10.0,0.0,0.0,40.0, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
25.0,198275.0,13.0,0.0,0.0,16.0, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, Canada, <=50K
45.0,122337.0,4.0,0.0,0.0,36.0, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
43.0,258073.0,9.0,0.0,0.0,60.0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
18.0,188869.0,5.0,0.0,0.0,40.0, Private, 9th, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
41.0,369617.0,10.0,0.0,0.0,40.0, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, >50K
53.0,238001.0,4.0,0.0,0.0,40.0, Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
38.0,282680.0,10.0,0.0,0.0,40.0, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
26.0,163850.0,9.0,0.0,0.0,40.0, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
26.0,132463.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
24.0,234308.0,10.0,0.0,0.0,40.0, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
20.0,59536.0,10.0,0.0,0.0,40.0, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
37.0,169491.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
41.0,95230.0,14.0,0.0,0.0,45.0, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
37.0,275480.0,13.0,0.0,0.0,30.0, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male, United-States, <=50K
26.0,281923.0,7.0,0.0,0.0,40.0, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
49.0,444792.0,9.0,0.0,0.0,40.0, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male, United-States, <=50K
24.0,329058.0,9.0,0.0,0.0,40.0, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
30.0,80916.0,4.0,0.0,0.0,40.0, Private, 12th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
